,building,traffic sign,person,car,bicycle,average,training_losses,training_accuracy,validation_losses,validation_accuracy
0,0.0,0.0,0.0,0.0,0.0,0.0,3.705919315338135,0.0,3.7059192562103274,0.0
1,0.3609983026981354,0.0,0.0,0.04873043671250343,0.0,0.10514816838468433,1.6582397422002209,53.487709425049694,1.5962368965148925,63.086920265498655
2,0.4089573919773102,0.0,0.0,0.2332407385110855,0.0,0.14120888857072905,1.279892629993859,66.54265918615825,1.4634897027015685,66.34254009747703
3,0.5339793562889099,0.0,0.0,0.3120450973510742,0.0,0.17454835615660014,0.9675393985003553,76.13699741297857,1.266623453617096,74.34939434563479
4,0.5619204640388489,0.0,0.01777302473783493,0.3665637969970703,0.0,0.18900603645268252,0.8289251585080418,79.90611645135635,1.1833661236763,77.39533578999735
5,0.5562870502471924,0.05307645723223686,0.11077596247196198,0.37863394618034363,0.0002966313040815294,0.19386316608422835,0.7478806933648484,82.0108892963001,1.3129120945930481,74.6223666136446
6,0.5887141227722168,0.04612024500966072,0.11944789439439774,0.4387691915035248,0.006668126676231623,0.2105930774575283,0.6922503267164513,83.51956624727543,1.182581039905548,79.66887569247565
7,0.5799664855003357,0.1661275178194046,0.14221501350402832,0.4601665139198303,0.12703153491020203,0.22983749964582725,0.6543604710730173,84.47722075721897,1.1826882133483887,80.00630598426768
8,0.5933736562728882,0.170809805393219,0.26007527112960815,0.4872938096523285,0.12224212288856506,0.2472346512590057,0.6150927528017952,85.59047796730843,1.1392279682159423,80.85289574048028
9,0.6316126585006714,0.12522834539413452,0.26161491870880127,0.5098845958709717,0.11686662584543228,0.24983487465100265,0.586721182149905,86.23207406679309,1.1228190188407898,82.46978867766252
10,0.5548958778381348,0.22615818679332733,0.2050972878932953,0.4464988708496094,0.1446569412946701,0.23815955589280316,0.5602254570331625,86.88404637361872,1.272218813419342,77.98280699371944
11,0.6262364983558655,0.21242332458496094,0.1898041069507599,0.48509082198143005,0.1548900455236435,0.2561478998204082,0.5387970494927579,87.42225986411765,1.1703486394882203,81.99090282150424
12,0.6293641924858093,0.21152302622795105,0.2976670265197754,0.47363412380218506,0.21572715044021606,0.26897476488987815,0.5190838225265985,87.92170837670464,1.167933081626892,81.60707410787349
13,0.6429023742675781,0.24240177869796753,0.28741636872291565,0.49716073274612427,0.14899493753910065,0.2765037654378255,0.5027973414749227,88.30434409294273,1.1314589681625367,83.1616996238808
14,0.6416350603103638,0.25609198212623596,0.29312607645988464,0.5240053534507751,0.1443341076374054,0.27222151334133643,0.4844649623759011,88.77712786762798,1.217074755191803,81.83697608653544
15,0.6254323124885559,0.26532769203186035,0.3162948787212372,0.520500659942627,0.23335467278957367,0.2850062647638352,0.46995235154385206,89.06116899592612,1.1770398902893067,82.4912309595248
16,0.6474561095237732,0.26288503408432007,0.26045775413513184,0.5511553287506104,0.2121521234512329,0.2891644956176414,0.45619129301399314,89.36061328661098,1.1663824396133422,83.3125925402431
17,0.6260935664176941,0.27427560091018677,0.28111931681632996,0.5179920792579651,0.21775151789188385,0.276086944406607,0.43708177633904,89.8105832917175,1.4183480434417726,81.22986265119063
18,0.6522541046142578,0.2469867616891861,0.3057315945625305,0.5521089434623718,0.2149093747138977,0.28942238057865516,0.42435407442271067,90.11626872170004,1.195685362815857,83.07108320687581
19,0.6026819348335266,0.23224973678588867,0.2594606280326843,0.5073511600494385,0.17273518443107605,0.278812790779691,0.40763332570592564,90.47199011499565,1.2499409499168397,81.66910383342817
20,0.6625521779060364,0.26524606347084045,0.2790951728820801,0.546639084815979,0.23752982914447784,0.29805383983215217,0.39244667935355376,90.80492503748458,1.20585422706604,83.44521635002526
21,0.6274396777153015,0.2228056937456131,0.27661705017089844,0.5044074058532715,0.23965652287006378,0.28839690336271334,0.3772867800848138,91.09696894483791,1.2891859364509584,81.80682363757278
22,0.6350108981132507,0.24160265922546387,0.2707253694534302,0.5029082894325256,0.21354715526103973,0.28831061230678307,0.358524057994126,91.4779081819963,1.3175992250442505,82.13182217762672
23,0.632796049118042,0.2553456723690033,0.28804561495780945,0.5076176524162292,0.2090582400560379,0.2870867468024555,0.34781433557791097,91.66487452461438,1.3616183233261108,81.5752406503325
24,0.6409869194030762,0.2377256155014038,0.28060269355773926,0.5373262763023376,0.17632168531417847,0.28373863386284365,0.33177769248203565,92.0226803351283,1.4277225589752198,82.46395243141082
25,0.6477623581886292,0.23484313488006592,0.23157647252082825,0.5291239619255066,0.14787670969963074,0.2824108496210293,0.3161483446276316,92.30221571018885,1.3491164655685426,81.17855779525844
26,0.6511667370796204,0.26064708828926086,0.31352949142456055,0.5183851718902588,0.22643007338047028,0.295275715510606,0.30142696490210874,92.60966185186157,1.406751760005951,82.38883114398708
27,0.6545360088348389,0.19289523363113403,0.30255410075187683,0.541708767414093,0.22680546343326569,0.29305815990818174,0.29556875667905297,92.65687970300897,1.4116583409309387,82.29034167482342
28,0.6499592065811157,0.25207531452178955,0.32678231596946716,0.5514907240867615,0.1940763145685196,0.30022439390028777,0.27673368320189495,93.05832886709784,1.3836625280380248,82.69122484847463
29,0.6492507457733154,0.2622036039829254,0.27918103337287903,0.5370029211044312,0.19356022775173187,0.2823089873418212,0.2676441759792387,93.20974027152012,1.466643741607666,80.82325811888718
