,building,traffic sign,person,car,bicycle,average,training_losses,training_accuracy,validation_losses,validation_accuracy
0,0.0,0.0,0.0,0.0,0.0,0.0,3.3726936111450194,0.0,3.372693588256836,0.0
1,0.3253932595252991,0.0,0.0,0.034651342779397964,0.0,0.10256235833902401,1.6805400918087652,53.01839291672891,1.6228120136260986,62.15558416773552
2,0.42972248792648315,0.0,0.0,0.25425589084625244,0.0,0.14624168606180893,1.2855997257014757,66.41834744814597,1.3589065775871276,70.50268528872255
3,0.43855538964271545,0.0,0.048335783183574677,0.3246684670448303,0.0,0.15552764608742484,0.969414923059684,75.50587829647897,1.4089242367744446,67.89744250951946
4,0.5128180384635925,0.00016361186862923205,0.03707829490303993,0.2953938841819763,9.777009108802304e-05,0.17970210920142754,0.8420312665002321,78.9160897401488,1.2714433193206787,75.03381638744969
5,0.5586516261100769,0.007056604605168104,0.06469227373600006,0.3934463560581207,0.08381795138120651,0.2092395950796216,0.7660832117481898,80.99514931823245,1.10464888381958,77.88633998723896
6,0.5496433973312378,0.06390932947397232,0.1467481553554535,0.39244577288627625,0.07283241301774979,0.21396689645265915,0.7155560653616664,82.32571121734743,1.1068515853881835,77.7070248469117
7,0.5864784717559814,0.09450767189264297,0.18161582946777344,0.46187546849250793,0.13109631836414337,0.23490725194726206,0.6803764760574346,83.36482492432674,1.0514220762252808,80.48040689668399
8,0.568840742111206,0.1563406139612198,0.10800054669380188,0.3919864594936371,0.07834917306900024,0.223737704813462,0.6507149153659421,84.17573983175353,1.162356394290924,78.97297147680591
9,0.5704120397567749,0.1860915571451187,0.24310074746608734,0.4539594352245331,0.16793334484100342,0.23675661045126617,0.6252702209016969,84.77371708411188,1.1392732582092284,79.06109008786684
10,0.5995752215385437,0.12381774932146072,0.23753519356250763,0.4251130521297455,0.13421925902366638,0.2413339418759087,0.6041683780570184,85.36803481260074,1.1657850008010864,79.07167323314464
11,0.5969498157501221,0.19793476164340973,0.23337548971176147,0.49363574385643005,0.12041303515434265,0.2516108721464853,0.5823632326898396,85.96802420483642,1.1376350021362305,81.16603854401414
12,0.6317004561424255,0.17923958599567413,0.29183003306388855,0.4856727719306946,0.20731911063194275,0.24553560799425836,0.5692227807657052,86.21554250868239,1.1531592712402343,78.50605041750477
13,0.5866538286209106,0.18593430519104004,0.14476682245731354,0.3640017807483673,0.08159580081701279,0.2332101810913484,0.5528775442351577,86.70216324470533,1.2650536322593688,77.3224471266395
14,0.6069125533103943,0.26575279235839844,0.26633012294769287,0.4229132831096649,0.1916135549545288,0.2651822704907605,0.5393229833133119,86.99044106844488,1.155180272579193,80.7503232734377
15,0.6445453763008118,0.2610989511013031,0.3218686282634735,0.5402734875679016,0.25636038184165955,0.28430831761177516,0.5282682461203426,87.28272867954631,1.1066783003807068,82.72495487301362
16,0.6257790327072144,0.24432271718978882,0.2550828754901886,0.4803611636161804,0.1654801219701767,0.27184391631989885,0.5163983422261412,87.56927804690072,1.1332560272216796,81.13772952304323
17,0.6431813836097717,0.29351136088371277,0.2594757378101349,0.4463384449481964,0.23420007526874542,0.28376637637005553,0.5059615407259234,87.82371095791741,1.1160151014328004,81.68276972498492
18,0.6645097136497498,0.21783405542373657,0.3410662114620209,0.558002769947052,0.28037112951278687,0.2987362914335742,0.49530911790106885,88.07249591754193,0.9977988381385803,84.16269626185246
19,0.6592910885810852,0.255387544631958,0.33484411239624023,0.5267269015312195,0.24270541965961456,0.2983099485894567,0.4884236792643224,88.25683105173131,1.054939257621765,83.61150794213796
